DATE,DAY,MONTH,QUARTER,YEAR,WEEKDAY,MONTH_NAME,IS_WEEKEND,WEEK_OF_YEAR,FISCAL_YEAR
2024-01-01,1,1,1,2024,Monday,January,0,1,2023
2024-01-02,2,1,1,2024,Tuesday,January,0,1,2023
2024-01-03,3,1,1,2024,Wednesday,January,0,1,2023
2024-01-04,4,1,1,2024,Thursday,January,0,1,2023
2024-01-05,5,1,1,2024,Friday,January,0,1,2023
2024-01-06,6,1,1,2024,Saturday,January,1,1,2023
2024-01-07,7,1,1,2024,Sunday,January,1,1,2023
2024-01-08,8,1,1,2024,Monday,January,0,2,2023
2024-01-09,9,1,1,2024,Tuesday,January,0,2,2023
2024-01-10,10,1,1,2024,Wednesday,January,0,2,2023
2024-01-11,11,1,1,2024,Thursday,January,0,2,2023
2024-01-12,12,1,1,2024,Friday,January,0,2,2023
2024-01-13,13,1,1,2024,Saturday,January,1,2,2023
2024-01-14,14,1,1,2024,Sunday,January,1,2,2023
2024-01-15,15,1,1,2024,Monday,January,0,3,2023
2024-01-16,16,1,1,2024,Tuesday,January,0,3,2023
2024-01-17,17,1,1,2024,Wednesday,January,0,3,2023
2024-01-18,18,1,1,2024,Thursday,January,0,3,2023
2024-01-19,19,1,1,2024,Friday,January,0,3,2023
2024-01-20,20,1,1,2024,Saturday,January,1,3,2023
2024-01-21,21,1,1,2024,Sunday,January,1,3,2023
2024-01-22,22,1,1,2024,Monday,January,0,4,2023
2024-01-23,23,1,1,2024,Tuesday,January,0,4,2023
2024-01-24,24,1,1,2024,Wednesday,January,0,4,2023
2024-01-25,25,1,1,2024,Thursday,January,0,4,2023
2024-01-26,26,1,1,2024,Friday,January,0,4,2023
2024-01-27,27,1,1,2024,Saturday,January,1,4,2023
2024-01-28,28,1,1,2024,Sunday,January,1,4,2023
2024-01-29,29,1,1,2024,Monday,January,0,5,2023
2024-01-30,30,1,1,2024,Tuesday,January,0,5,2023
2024-01-31,31,1,1,2024,Wednesday,January,0,5,2023
2024-02-01,1,2,1,2024,Thursday,February,0,5,2023
2024-02-02,2,2,1,2024,Friday,February,0,5,2023
2024-02-03,3,2,1,2024,Saturday,February,1,5,2023
2024-02-04,4,2,1,2024,Sunday,February,1,5,2023
2024-02-05,5,2,1,2024,Monday,February,0,6,2023
2024-02-06,6,2,1,2024,Tuesday,February,0,6,2023
2024-02-07,7,2,1,2024,Wednesday,February,0,6,2023
2024-02-08,8,2,1,2024,Thursday,February,0,6,2023
2024-02-09,9,2,1,2024,Friday,February,0,6,2023
2024-02-10,10,2,1,2024,Saturday,February,1,6,2023
2024-02-11,11,2,1,2024,Sunday,February,1,6,2023
2024-02-12,12,2,1,2024,Monday,February,0,7,2023
2024-02-13,13,2,1,2024,Tuesday,February,0,7,2023
2024-02-14,14,2,1,2024,Wednesday,February,0,7,2023
2024-02-15,15,2,1,2024,Thursday,February,0,7,2023
2024-02-16,16,2,1,2024,Friday,February,0,7,2023
2024-02-17,17,2,1,2024,Saturday,February,1,7,2023
2024-02-18,18,2,1,2024,Sunday,February,1,7,2023
2024-02-19,19,2,1,2024,Monday,February,0,8,2023
2024-02-20,20,2,1,2024,Tuesday,February,0,8,2023
2024-02-21,21,2,1,2024,Wednesday,February,0,8,2023
2024-02-22,22,2,1,2024,Thursday,February,0,8,2023
2024-02-23,23,2,1,2024,Friday,February,0,8,2023
2024-02-24,24,2,1,2024,Saturday,February,1,8,2023
2024-02-25,25,2,1,2024,Sunday,February,1,8,2023
2024-02-26,26,2,1,2024,Monday,February,0,9,2023
2024-02-27,27,2,1,2024,Tuesday,February,0,9,2023
2024-02-28,28,2,1,2024,Wednesday,February,0,9,2023
2024-02-29,29,2,1,2024,Thursday,February,0,9,2023
2024-03-01,1,3,1,2024,Friday,March,0,9,2023
2024-03-02,2,3,1,2024,Saturday,March,1,9,2023
2024-03-03,3,3,1,2024,Sunday,March,1,9,2023
2024-03-04,4,3,1,2024,Monday,March,0,10,2023
2024-03-05,5,3,1,2024,Tuesday,March,0,10,2023
2024-03-06,6,3,1,2024,Wednesday,March,0,10,2023
2024-03-07,7,3,1,2024,Thursday,March,0,10,2023
2024-03-08,8,3,1,2024,Friday,March,0,10,2023
2024-03-09,9,3,1,2024,Saturday,March,1,10,2023
2024-03-10,10,3,1,2024,Sunday,March,1,10,2023
2024-03-11,11,3,1,2024,Monday,March,0,11,2023
2024-03-12,12,3,1,2024,Tuesday,March,0,11,2023
2024-03-13,13,3,1,2024,Wednesday,March,0,11,2023
2024-03-14,14,3,1,2024,Thursday,March,0,11,2023
2024-03-15,15,3,1,2024,Friday,March,0,11,2023
2024-03-16,16,3,1,2024,Saturday,March,1,11,2023
2024-03-17,17,3,1,2024,Sunday,March,1,11,2023
2024-03-18,18,3,1,2024,Monday,March,0,12,2023
2024-03-19,19,3,1,2024,Tuesday,March,0,12,2023
2024-03-20,20,3,1,2024,Wednesday,March,0,12,2023
2024-03-21,21,3,1,2024,Thursday,March,0,12,2023
2024-03-22,22,3,1,2024,Friday,March,0,12,2023
2024-03-23,23,3,1,2024,Saturday,March,1,12,2023
2024-03-24,24,3,1,2024,Sunday,March,1,12,2023
2024-03-25,25,3,1,2024,Monday,March,0,13,2023
2024-03-26,26,3,1,2024,Tuesday,March,0,13,2023
2024-03-27,27,3,1,2024,Wednesday,March,0,13,2023
2024-03-28,28,3,1,2024,Thursday,March,0,13,2023
2024-03-29,29,3,1,2024,Friday,March,0,13,2023
2024-03-30,30,3,1,2024,Saturday,March,1,13,2023
2024-03-31,31,3,1,2024,Sunday,March,1,13,2023
2024-04-01,1,4,2,2024,Monday,April,0,14,2024
2024-04-02,2,4,2,2024,Tuesday,April,0,14,2024
2024-04-03,3,4,2,2024,Wednesday,April,0,14,2024
2024-04-04,4,4,2,2024,Thursday,April,0,14,2024
2024-04-05,5,4,2,2024,Friday,April,0,14,2024
2024-04-06,6,4,2,2024,Saturday,April,1,14,2024
2024-04-07,7,4,2,2024,Sunday,April,1,14,2024
2024-04-08,8,4,2,2024,Monday,April,0,15,2024
2024-04-09,9,4,2,2024,Tuesday,April,0,15,2024
2024-04-10,10,4,2,2024,Wednesday,April,0,15,2024
2024-04-11,11,4,2,2024,Thursday,April,0,15,2024
2024-04-12,12,4,2,2024,Friday,April,0,15,2024
2024-04-13,13,4,2,2024,Saturday,April,1,15,2024
2024-04-14,14,4,2,2024,Sunday,April,1,15,2024
2024-04-15,15,4,2,2024,Monday,April,0,16,2024
2024-04-16,16,4,2,2024,Tuesday,April,0,16,2024
2024-04-17,17,4,2,2024,Wednesday,April,0,16,2024
2024-04-18,18,4,2,2024,Thursday,April,0,16,2024
2024-04-19,19,4,2,2024,Friday,April,0,16,2024
2024-04-20,20,4,2,2024,Saturday,April,1,16,2024
2024-04-21,21,4,2,2024,Sunday,April,1,16,2024
2024-04-22,22,4,2,2024,Monday,April,0,17,2024
2024-04-23,23,4,2,2024,Tuesday,April,0,17,2024
2024-04-24,24,4,2,2024,Wednesday,April,0,17,2024
2024-04-25,25,4,2,2024,Thursday,April,0,17,2024
2024-04-26,26,4,2,2024,Friday,April,0,17,2024
2024-04-27,27,4,2,2024,Saturday,April,1,17,2024
2024-04-28,28,4,2,2024,Sunday,April,1,17,2024
2024-04-29,29,4,2,2024,Monday,April,0,18,2024
2024-04-30,30,4,2,2024,Tuesday,April,0,18,2024
2024-05-01,1,5,2,2024,Wednesday,May,0,18,2024
2024-05-02,2,5,2,2024,Thursday,May,0,18,2024
2024-05-03,3,5,2,2024,Friday,May,0,18,2024
2024-05-04,4,5,2,2024,Saturday,May,1,18,2024
2024-05-05,5,5,2,2024,Sunday,May,1,18,2024
2024-05-06,6,5,2,2024,Monday,May,0,19,2024
2024-05-07,7,5,2,2024,Tuesday,May,0,19,2024
2024-05-08,8,5,2,2024,Wednesday,May,0,19,2024
2024-05-09,9,5,2,2024,Thursday,May,0,19,2024
2024-05-10,10,5,2,2024,Friday,May,0,19,2024
2024-05-11,11,5,2,2024,Saturday,May,1,19,2024
2024-05-12,12,5,2,2024,Sunday,May,1,19,2024
2024-05-13,13,5,2,2024,Monday,May,0,20,2024
2024-05-14,14,5,2,2024,Tuesday,May,0,20,2024
2024-05-15,15,5,2,2024,Wednesday,May,0,20,2024
2024-05-16,16,5,2,2024,Thursday,May,0,20,2024
2024-05-17,17,5,2,2024,Friday,May,0,20,2024
2024-05-18,18,5,2,2024,Saturday,May,1,20,2024
2024-05-19,19,5,2,2024,Sunday,May,1,20,2024
2024-05-20,20,5,2,2024,Monday,May,0,21,2024
2024-05-21,21,5,2,2024,Tuesday,May,0,21,2024
2024-05-22,22,5,2,2024,Wednesday,May,0,21,2024
2024-05-23,23,5,2,2024,Thursday,May,0,21,2024
2024-05-24,24,5,2,2024,Friday,May,0,21,2024
2024-05-25,25,5,2,2024,Saturday,May,1,21,2024
2024-05-26,26,5,2,2024,Sunday,May,1,21,2024
2024-05-27,27,5,2,2024,Monday,May,0,22,2024
2024-05-28,28,5,2,2024,Tuesday,May,0,22,2024
2024-05-29,29,5,2,2024,Wednesday,May,0,22,2024
2024-05-30,30,5,2,2024,Thursday,May,0,22,2024
2024-05-31,31,5,2,2024,Friday,May,0,22,2024
2024-06-01,1,6,2,2024,Saturday,June,1,22,2024
2024-06-02,2,6,2,2024,Sunday,June,1,22,2024
2024-06-03,3,6,2,2024,Monday,June,0,23,2024
2024-06-04,4,6,2,2024,Tuesday,June,0,23,2024
2024-06-05,5,6,2,2024,Wednesday,June,0,23,2024
2024-06-06,6,6,2,2024,Thursday,June,0,23,2024
2024-06-07,7,6,2,2024,Friday,June,0,23,2024
2024-06-08,8,6,2,2024,Saturday,June,1,23,2024
2024-06-09,9,6,2,2024,Sunday,June,1,23,2024
2024-06-10,10,6,2,2024,Monday,June,0,24,2024
2024-06-11,11,6,2,2024,Tuesday,June,0,24,2024
2024-06-12,12,6,2,2024,Wednesday,June,0,24,2024
2024-06-13,13,6,2,2024,Thursday,June,0,24,2024
2024-06-14,14,6,2,2024,Friday,June,0,24,2024
2024-06-15,15,6,2,2024,Saturday,June,1,24,2024
2024-06-16,16,6,2,2024,Sunday,June,1,24,2024
2024-06-17,17,6,2,2024,Monday,June,0,25,2024
2024-06-18,18,6,2,2024,Tuesday,June,0,25,2024
2024-06-19,19,6,2,2024,Wednesday,June,0,25,2024
2024-06-20,20,6,2,2024,Thursday,June,0,25,2024
2024-06-21,21,6,2,2024,Friday,June,0,25,2024
2024-06-22,22,6,2,2024,Saturday,June,1,25,2024
2024-06-23,23,6,2,2024,Sunday,June,1,25,2024
2024-06-24,24,6,2,2024,Monday,June,0,26,2024
2024-06-25,25,6,2,2024,Tuesday,June,0,26,2024
2024-06-26,26,6,2,2024,Wednesday,June,0,26,2024
2024-06-27,27,6,2,2024,Thursday,June,0,26,2024
2024-06-28,28,6,2,2024,Friday,June,0,26,2024
2024-06-29,29,6,2,2024,Saturday,June,1,26,2024
2024-06-30,30,6,2,2024,Sunday,June,1,26,2024
2024-07-01,1,7,3,2024,Monday,July,0,27,2024
2024-07-02,2,7,3,2024,Tuesday,July,0,27,2024
2024-07-03,3,7,3,2024,Wednesday,July,0,27,2024
2024-07-04,4,7,3,2024,Thursday,July,0,27,2024
2024-07-05,5,7,3,2024,Friday,July,0,27,2024
2024-07-06,6,7,3,2024,Saturday,July,1,27,2024
2024-07-07,7,7,3,2024,Sunday,July,1,27,2024
2024-07-08,8,7,3,2024,Monday,July,0,28,2024
2024-07-09,9,7,3,2024,Tuesday,July,0,28,2024
2024-07-10,10,7,3,2024,Wednesday,July,0,28,2024
2024-07-11,11,7,3,2024,Thursday,July,0,28,2024
2024-07-12,12,7,3,2024,Friday,July,0,28,2024
2024-07-13,13,7,3,2024,Saturday,July,1,28,2024
2024-07-14,14,7,3,2024,Sunday,July,1,28,2024
2024-07-15,15,7,3,2024,Monday,July,0,29,2024
2024-07-16,16,7,3,2024,Tuesday,July,0,29,2024
2024-07-17,17,7,3,2024,Wednesday,July,0,29,2024
2024-07-18,18,7,3,2024,Thursday,July,0,29,2024
2024-07-19,19,7,3,2024,Friday,July,0,29,2024
2024-07-20,20,7,3,2024,Saturday,July,1,29,2024
2024-07-21,21,7,3,2024,Sunday,July,1,29,2024
2024-07-22,22,7,3,2024,Monday,July,0,30,2024
2024-07-23,23,7,3,2024,Tuesday,July,0,30,2024
2024-07-24,24,7,3,2024,Wednesday,July,0,30,2024
2024-07-25,25,7,3,2024,Thursday,July,0,30,2024
2024-07-26,26,7,3,2024,Friday,July,0,30,2024
2024-07-27,27,7,3,2024,Saturday,July,1,30,2024
2024-07-28,28,7,3,2024,Sunday,July,1,30,2024
2024-07-29,29,7,3,2024,Monday,July,0,31,2024
2024-07-30,30,7,3,2024,Tuesday,July,0,31,2024
2024-07-31,31,7,3,2024,Wednesday,July,0,31,2024
2024-08-01,1,8,3,2024,Thursday,August,0,31,2024
2024-08-02,2,8,3,2024,Friday,August,0,31,2024
2024-08-03,3,8,3,2024,Saturday,August,1,31,2024
2024-08-04,4,8,3,2024,Sunday,August,1,31,2024
2024-08-05,5,8,3,2024,Monday,August,0,32,2024
2024-08-06,6,8,3,2024,Tuesday,August,0,32,2024
2024-08-07,7,8,3,2024,Wednesday,August,0,32,2024
2024-08-08,8,8,3,2024,Thursday,August,0,32,2024
2024-08-09,9,8,3,2024,Friday,August,0,32,2024
2024-08-10,10,8,3,2024,Saturday,August,1,32,2024
2024-08-11,11,8,3,2024,Sunday,August,1,32,2024
2024-08-12,12,8,3,2024,Monday,August,0,33,2024
2024-08-13,13,8,3,2024,Tuesday,August,0,33,2024
2024-08-14,14,8,3,2024,Wednesday,August,0,33,2024
2024-08-15,15,8,3,2024,Thursday,August,0,33,2024
2024-08-16,16,8,3,2024,Friday,August,0,33,2024
2024-08-17,17,8,3,2024,Saturday,August,1,33,2024
2024-08-18,18,8,3,2024,Sunday,August,1,33,2024
2024-08-19,19,8,3,2024,Monday,August,0,34,2024
2024-08-20,20,8,3,2024,Tuesday,August,0,34,2024
2024-08-21,21,8,3,2024,Wednesday,August,0,34,2024
2024-08-22,22,8,3,2024,Thursday,August,0,34,2024
2024-08-23,23,8,3,2024,Friday,August,0,34,2024
2024-08-24,24,8,3,2024,Saturday,August,1,34,2024
2024-08-25,25,8,3,2024,Sunday,August,1,34,2024
2024-08-26,26,8,3,2024,Monday,August,0,35,2024
2024-08-27,27,8,3,2024,Tuesday,August,0,35,2024
2024-08-28,28,8,3,2024,Wednesday,August,0,35,2024
2024-08-29,29,8,3,2024,Thursday,August,0,35,2024
2024-08-30,30,8,3,2024,Friday,August,0,35,2024
2024-08-31,31,8,3,2024,Saturday,August,1,35,2024
2024-09-01,1,9,3,2024,Sunday,September,1,35,2024
2024-09-02,2,9,3,2024,Monday,September,0,36,2024
2024-09-03,3,9,3,2024,Tuesday,September,0,36,2024
2024-09-04,4,9,3,2024,Wednesday,September,0,36,2024
2024-09-05,5,9,3,2024,Thursday,September,0,36,2024
2024-09-06,6,9,3,2024,Friday,September,0,36,2024
2024-09-07,7,9,3,2024,Saturday,September,1,36,2024
2024-09-08,8,9,3,2024,Sunday,September,1,36,2024
2024-09-09,9,9,3,2024,Monday,September,0,37,2024
2024-09-10,10,9,3,2024,Tuesday,September,0,37,2024
2024-09-11,11,9,3,2024,Wednesday,September,0,37,2024
2024-09-12,12,9,3,2024,Thursday,September,0,37,2024
2024-09-13,13,9,3,2024,Friday,September,0,37,2024
2024-09-14,14,9,3,2024,Saturday,September,1,37,2024
2024-09-15,15,9,3,2024,Sunday,September,1,37,2024
2024-09-16,16,9,3,2024,Monday,September,0,38,2024
2024-09-17,17,9,3,2024,Tuesday,September,0,38,2024
2024-09-18,18,9,3,2024,Wednesday,September,0,38,2024
2024-09-19,19,9,3,2024,Thursday,September,0,38,2024
2024-09-20,20,9,3,2024,Friday,September,0,38,2024
2024-09-21,21,9,3,2024,Saturday,September,1,38,2024
2024-09-22,22,9,3,2024,Sunday,September,1,38,2024
2024-09-23,23,9,3,2024,Monday,September,0,39,2024
2024-09-24,24,9,3,2024,Tuesday,September,0,39,2024
2024-09-25,25,9,3,2024,Wednesday,September,0,39,2024
2024-09-26,26,9,3,2024,Thursday,September,0,39,2024
2024-09-27,27,9,3,2024,Friday,September,0,39,2024
2024-09-28,28,9,3,2024,Saturday,September,1,39,2024
2024-09-29,29,9,3,2024,Sunday,September,1,39,2024
2024-09-30,30,9,3,2024,Monday,September,0,40,2024
2024-10-01,1,10,4,2024,Tuesday,October,0,40,2024
2024-10-02,2,10,4,2024,Wednesday,October,0,40,2024
2024-10-03,3,10,4,2024,Thursday,October,0,40,2024
2024-10-04,4,10,4,2024,Friday,October,0,40,2024
2024-10-05,5,10,4,2024,Saturday,October,1,40,2024
2024-10-06,6,10,4,2024,Sunday,October,1,40,2024
2024-10-07,7,10,4,2024,Monday,October,0,41,2024
2024-10-08,8,10,4,2024,Tuesday,October,0,41,2024
2024-10-09,9,10,4,2024,Wednesday,October,0,41,2024
2024-10-10,10,10,4,2024,Thursday,October,0,41,2024
2024-10-11,11,10,4,2024,Friday,October,0,41,2024
2024-10-12,12,10,4,2024,Saturday,October,1,41,2024
2024-10-13,13,10,4,2024,Sunday,October,1,41,2024
2024-10-14,14,10,4,2024,Monday,October,0,42,2024
2024-10-15,15,10,4,2024,Tuesday,October,0,42,2024
2024-10-16,16,10,4,2024,Wednesday,October,0,42,2024
2024-10-17,17,10,4,2024,Thursday,October,0,42,2024
2024-10-18,18,10,4,2024,Friday,October,0,42,2024
2024-10-19,19,10,4,2024,Saturday,October,1,42,2024
2024-10-20,20,10,4,2024,Sunday,October,1,42,2024
2024-10-21,21,10,4,2024,Monday,October,0,43,2024
2024-10-22,22,10,4,2024,Tuesday,October,0,43,2024
2024-10-23,23,10,4,2024,Wednesday,October,0,43,2024
2024-10-24,24,10,4,2024,Thursday,October,0,43,2024
2024-10-25,25,10,4,2024,Friday,October,0,43,2024
2024-10-26,26,10,4,2024,Saturday,October,1,43,2024
2024-10-27,27,10,4,2024,Sunday,October,1,43,2024
2024-10-28,28,10,4,2024,Monday,October,0,44,2024
2024-10-29,29,10,4,2024,Tuesday,October,0,44,2024
2024-10-30,30,10,4,2024,Wednesday,October,0,44,2024
2024-10-31,31,10,4,2024,Thursday,October,0,44,2024
2024-11-01,1,11,4,2024,Friday,November,0,44,2024
2024-11-02,2,11,4,2024,Saturday,November,1,44,2024
2024-11-03,3,11,4,2024,Sunday,November,1,44,2024
2024-11-04,4,11,4,2024,Monday,November,0,45,2024
2024-11-05,5,11,4,2024,Tuesday,November,0,45,2024
2024-11-06,6,11,4,2024,Wednesday,November,0,45,2024
2024-11-07,7,11,4,2024,Thursday,November,0,45,2024
2024-11-08,8,11,4,2024,Friday,November,0,45,2024
2024-11-09,9,11,4,2024,Saturday,November,1,45,2024
2024-11-10,10,11,4,2024,Sunday,November,1,45,2024
2024-11-11,11,11,4,2024,Monday,November,0,46,2024
2024-11-12,12,11,4,2024,Tuesday,November,0,46,2024
2024-11-13,13,11,4,2024,Wednesday,November,0,46,2024
2024-11-14,14,11,4,2024,Thursday,November,0,46,2024
2024-11-15,15,11,4,2024,Friday,November,0,46,2024
2024-11-16,16,11,4,2024,Saturday,November,1,46,2024
2024-11-17,17,11,4,2024,Sunday,November,1,46,2024
2024-11-18,18,11,4,2024,Monday,November,0,47,2024
2024-11-19,19,11,4,2024,Tuesday,November,0,47,2024
2024-11-20,20,11,4,2024,Wednesday,November,0,47,2024
2024-11-21,21,11,4,2024,Thursday,November,0,47,2024
2024-11-22,22,11,4,2024,Friday,November,0,47,2024
2024-11-23,23,11,4,2024,Saturday,November,1,47,2024
2024-11-24,24,11,4,2024,Sunday,November,1,47,2024
2024-11-25,25,11,4,2024,Monday,November,0,48,2024
2024-11-26,26,11,4,2024,Tuesday,November,0,48,2024
2024-11-27,27,11,4,2024,Wednesday,November,0,48,2024
2024-11-28,28,11,4,2024,Thursday,November,0,48,2024
2024-11-29,29,11,4,2024,Friday,November,0,48,2024
2024-11-30,30,11,4,2024,Saturday,November,1,48,2024
2024-12-01,1,12,4,2024,Sunday,December,1,48,2024
2024-12-02,2,12,4,2024,Monday,December,0,49,2024
2024-12-03,3,12,4,2024,Tuesday,December,0,49,2024
2024-12-04,4,12,4,2024,Wednesday,December,0,49,2024
2024-12-05,5,12,4,2024,Thursday,December,0,49,2024
2024-12-06,6,12,4,2024,Friday,December,0,49,2024
2024-12-07,7,12,4,2024,Saturday,December,1,49,2024
2024-12-08,8,12,4,2024,Sunday,December,1,49,2024
2024-12-09,9,12,4,2024,Monday,December,0,50,2024
2024-12-10,10,12,4,2024,Tuesday,December,0,50,2024
2024-12-11,11,12,4,2024,Wednesday,December,0,50,2024
2024-12-12,12,12,4,2024,Thursday,December,0,50,2024
2024-12-13,13,12,4,2024,Friday,December,0,50,2024
2024-12-14,14,12,4,2024,Saturday,December,1,50,2024
2024-12-15,15,12,4,2024,Sunday,December,1,50,2024
2024-12-16,16,12,4,2024,Monday,December,0,51,2024
2024-12-17,17,12,4,2024,Tuesday,December,0,51,2024
2024-12-18,18,12,4,2024,Wednesday,December,0,51,2024
2024-12-19,19,12,4,2024,Thursday,December,0,51,2024
2024-12-20,20,12,4,2024,Friday,December,0,51,2024
2024-12-21,21,12,4,2024,Saturday,December,1,51,2024
2024-12-22,22,12,4,2024,Sunday,December,1,51,2024
2024-12-23,23,12,4,2024,Monday,December,0,52,2024
2024-12-24,24,12,4,2024,Tuesday,December,0,52,2024
2024-12-25,25,12,4,2024,Wednesday,December,0,52,2024
2024-12-26,26,12,4,2024,Thursday,December,0,52,2024
2024-12-27,27,12,4,2024,Friday,December,0,52,2024
2024-12-28,28,12,4,2024,Saturday,December,1,52,2024
2024-12-29,29,12,4,2024,Sunday,December,1,52,2024
2024-12-30,30,12,4,2024,Monday,December,0,53,2024
2024-12-31,31,12,4,2024,Tuesday,December,0,53,2024
